# %ECSV 0.9
# ---
# datatype:
# - {name: '[MGM2012]', datatype: int16}
# - {name: RA, datatype: string}
# - {name: Dec, datatype: string}
# - {name: d, datatype: float64}
# - {name: l_F_225GHz, datatype: string}
# - {name: F_225GHz, datatype: float64}
# - {name: e_F_225GHz, datatype: float64}
# - {name: l_M_dust, datatype: string}
# - {name: M_dust, datatype: float64}
# - {name: e_M_dust, datatype: float64}
# - {name: resolved, datatype: int64}
# schema: astropy-2.0
[MGM2012] RA Dec d l_F_225GHz F_225GHz e_F_225GHz l_M_dust M_dust e_M_dust resolved
761 05:37:56.03 -06:48:54.94 385.3411097033464 "" 10.222196578979492 0.0807893597662593 "" 46.40691095018647 0.3667689811507874 0
762 05:36:08.30 -06:48:36.32 384.62266167064274 "" 22.447815164923668 0.09947833540607401 "" 101.52933942040384 0.4499310782014099 0
763 05:38:46.26 -06:48:27.02 385.6616743481411 < 0.31660066173028606 0.07915016543257151 < 1.4397017348637036 0.3599254337159259 0
764 05:35:13.55 -06:48:02.02 384.2508080625563 < 0.34209814942894273 0.08552453735723568 < 1.5442871181942837 0.3860717795485709 0
765 05:38:25.49 -06:47:58.24 385.4915374454002 < 0.32026175945382607 0.08006543986345652 < 1.455065445512924 0.363766361378231 0
766 05:35:25.12 -06:47:56.54 384.31868696809977 "" 12.2911985963583 0.08059926504110293 "" 55.50408974446305 0.36396685035295084 0
774 05:37:47.27 -06:45:54.90 385.1125689037924 < 0.3242106343110611 0.08105265857776528 < 1.470111878191811 0.36752796954795275 0
775 05:35:27.15 -06:45:48.86 384.22342947383004 < 0.3336642155432997 0.08341605388582493 < 1.5060003246499045 0.37650008116247613 0
776 05:36:21.41 -06:45:36.76 384.5529840672712 "" 1.747669419273734 0.08141418688354266 "" 7.901679375606578 0.3680952440346549 0
778 05:35:31.06 -06:45:18.10 384.2219265845561 "" 0.7702395087108016 0.08151935282260908 "" 3.4764647260081833 0.3679364033781637 0
779 05:34:35.11 -06:44:52.70 383.849438264612 < 0.3233406374984798 0.08083515937461995 < 1.4565649460136716 0.3641412365034179 0
780 05:37:22.86 -06:44:46.46 384.8947966559417 "" 4.393201321363449 0.08801189024641133 "" 19.898160536780406 0.39863293146899864 0
781 05:38:02.56 -06:44:45.00 385.15299420780536 < 0.3490084144149404 0.0872521036037351 < 1.5828880467694673 0.3957220116923668 0
782 05:36:05.01 -06:44:43.22 384.4050998584498 "" 0.43586239917203784 0.08323669007164668 "" 1.969134727934317 0.37604587450015603 0
784 05:36:43.88 -06:44:33.10 384.6398395845425 < 0.3840763488889667 0.09601908722224167 < 1.7372960776349755 0.4343240194087439 0
785 05:36:28.13 -06:44:33.24 384.5414027123106 < 0.36347970537560537 0.09086992634390134 < 1.6432896677531814 0.41082241693829535 0
786 05:36:33.07 -06:44:29.38 384.5690626186984 "" 13.511346653103828 0.08151984469785503 "" 61.09350880538436 0.36860377264599964 0
787 05:36:23.49 -06:44:27.10 384.5071854153114 < 0.3573387332742823 0.08933468331857057 < 1.6152388750008304 0.4038097187502076 0
788 05:36:32.89 -06:44:20.92 384.5607936649514 "" 0.44783769408240914 0.08879683279452358 "" 2.0248758499514117 0.4014904610613635 0
789 05:37:43.82 -06:44:19.80 385.00322232519306 < 0.3280538262583079 0.08201345656457698 < 1.4866939744213572 0.3716734936053393 0
790 05:37:08.85 -06:43:58.76 384.76697522535846 < 0.34246390384652725 0.08561597596163181 < 1.5500943253045314 0.38752358132613285 0
791 05:36:26.79 -06:43:43.54 384.49107059985744 < 0.3825272028592349 0.09563180071480873 < 1.7289506059012476 0.4322376514753119 0
792 05:37:58.80 -06:43:33.96 385.0606891105435 "" 1.6957948682829738 0.08390446592851822 "" 7.687399108774307 0.38035680415412376 0
793 05:37:58.79 -06:43:31.96 385.0587583273483 < 0.34614703438939015 0.08653675859734754 < 1.5691424523481017 0.3922856130870254 1
794 05:36:52.69 -06:43:08.18 384.6232588282969 "" 6.261017639189959 0.08037992381535286 "" 28.31807702518393 0.36355190243100327 0
795 05:36:11.55 -06:43:03.02 384.36143157144454 < 0.3197681375488338 0.07994203438720845 < 1.4443170460460206 0.36107926151150516 0
796 05:36:25.43 -06:42:57.72 384.4438480526801 "" 6.228177342563868 0.0972108407135702 "" 28.143269301875517 0.43926669373507415 0
797 05:36:35.75 -06:42:49.86 384.501837147387 "" 3.453269600868225 0.08369474638487527 "" 15.608999578086385 0.37830560946678193 0
798 05:36:30.23 -06:42:46.06 384.46402171384483 "" 0.9122168994508684 0.07921994144960494 "" 4.122467758102339 0.3580087746909154 0
799 05:36:04.91 -06:42:43.80 384.3035756010819 < 0.30271008470795857 0.07567752117698964 < 1.3668582705504697 0.34171456763761743 0
800 05:35:57.45 -06:42:41.80 384.25517577439115 "" 3.684098832309246 0.08646853629865746 "" 16.63100404906047 0.39034201924433937 0
801 05:36:01.65 -06:42:35.88 384.27650793826973 "" 0.3645842953119427 0.07855708936432809 "" 1.6460134250987863 0.3546670149895879 0
802 05:36:00.19 -06:42:33.92 384.2656525615521 "" 3.894955152645707 0.05511132703529378 "" 17.583824491555095 0.24880078565912303 0
803 05:35:59.85 -06:42:30.48 384.2606488768027 "" 0.30055674142204225 0.05511132703529378 "" 1.3568318889239628 0.24879430622187315 0
804 05:37:47.09 -06:42:30.14 384.9311743708936 "" 2.9190778732299805 0.07609896289920551 "" 13.223901181711547 0.3447407740089924 0
805 05:34:59.05 -06:42:17.38 383.86826515436525 < 0.3141066735444252 0.0785266683861063 < 1.4151071601266985 0.3537767900316746 0
806 05:37:37.55 -06:41:55.20 384.84216136452966 < 0.3174030809070353 0.07935077022675882 < 1.4372230476932142 0.35930576192330355 0
807 05:36:50.27 -06:41:54.32 384.54581961472536 "" 1.2643004301935434 0.0765813017883518 "" 5.716026317194226 0.3462315807012747 0
808 05:38:03.23 -06:41:47.12 384.9957225017251 "" 0.36350806476548314 0.07965855865234796 "" 1.6473034350850406 0.36098736182536584 0
809 05:36:21.90 -06:41:42.06 384.35785281552256 < 0.3120488482042127 0.07801221205105317 < 1.409424595408822 0.3523561488522055 0
810 05:36:50.15 -06:41:29.16 384.52377753965806 "" 20.35633660852909 0.09581135525612318 "" 92.02244516241936 0.4331228823018937 0
811 05:36:40.95 -06:41:17.66 384.4565429689409 "" 4.330157767981291 0.0792524754837303 "" 19.567979190798113 0.3581418678441955 0
812 05:36:32.42 -06:40:42.96 384.37385085364485 "" 6.0775489546358585 0.08322298281351703 "" 27.45262515514482 0.37592282160554497 0
813 05:35:57.30 -06:40:28.14 384.14132181837465 "" 4.246048163622618 0.08761805878672609 "" 19.15643604017847 0.39529691478593726 0
814 05:33:57.46 -06:40:05.18 383.62519780170675 < 0.36189602769595347 0.09047400692398837 < 1.6283427010890523 0.4070856752722631 0
815 05:35:34.20 -06:39:43.28 383.95853761315084 "" 0.777685025241226 0.08718263877308177 "" 3.5052592107941134 0.39295825129960443 0
816 05:34:48.05 -06:39:42.04 383.6677735986663 < 0.32048629548446966 0.08012157387111742 < 1.442340677523413 0.3605851693808533 0
817 05:37:41.81 -06:39:34.32 384.7500027269032 "" 0.4332817334216088 0.09664001447150353 "" 1.9609900416495414 0.4373830959983752 0
818 05:37:32.45 -06:39:04.98 384.6667882148085 "" 1.0625546565279365 0.08032796070901227 "" 4.806936736373302 0.36339911826451077 0
819 05:34:29.08 -06:38:51.82 383.54239303265973 "" 3.430550452321768 0.08730230499363355 "" 15.429018611674973 0.3926451184174441 0
820 05:36:29.09 -06:38:40.18 384.24937612636717 < 0.33703420342739665 0.08425855085684916 < 1.521416296554733 0.3803540741386833 0
822 05:35:36.61 -06:38:35.02 383.9159856656597 < 0.3425456956731404 0.0856364239182851 < 1.5436137955300389 0.3859034488825097 0
824 05:37:01.29 -06:37:31.18 384.39276992718317 < 0.3493164688546932 0.0873291172136733 < 1.5780371643179385 0.3945092910794846 0
825 05:36:47.39 -06:37:23.98 384.2996736622234 < 0.32390888390507283 0.08097722097626821 < 1.462549709480696 0.365637427370174 0
827 05:35:58.25 -06:36:43.38 383.9574635496139 "" 0.4867235547862947 0.09137236185023952 "" 2.193796489730117 0.4118402832865115 0
828 05:37:56.99 -06:36:33.30 384.69238895797565 "" 1.1063226265832782 0.08467967637354978 "" 5.005606749765235 0.3831370248048248 0
829 05:37:47.46 -06:36:29.78 384.6298245248149 "" 0.9534594719298184 0.07970456906438547 "" 4.3125674035822845 0.3605096352631786 0
830 05:35:31.88 -06:36:24.94 383.77641308972585 "" 0.4441430210135877 0.0770527190393838 "" 1.9999868774060086 0.3469702768165419 0
832 05:34:15.75 -06:36:04.66 383.678800068446 "" 9.051434695720673 0.0919724596885757 "" 40.738100357384496 0.4139435811960394 0
833 05:37:53.09 -06:35:55.52 384.6361647535803 "" 0.600174069404602 0.08344810608297466 "" 2.7147210088660128 0.37745437245942093 0
834 05:36:25.29 -06:35:43.54 384.0764456117054 < 0.3750127946119598 0.09375319865298995 < 1.6913332150035605 0.4228333037508901 0
835 05:34:33.02 -06:35:23.64 383.6340180306307 < 0.3361432266298348 0.0840358066574587 < 1.5125381253281382 0.37813453133203456 0
836 05:36:26.52 -06:35:14.46 384.05962106941433 < 0.3242606851269047 0.08106517128172618 < 1.4623096267451763 0.36557740668629407 0
838 05:37:13.27 -06:35:00.62 384.3408061898241 "" 1.1570442002266645 0.08841206589294238 "" 5.225534125061377 0.3992935337303794 0
840 05:35:42.77 -06:34:51.78 383.7660524426123 "" 10.287213139235973 0.09046928893693532 "" 46.32107103917053 0.40736342321203844 0
842 05:34:51.46 -06:34:27.60 383.5925225034358 < 0.3333871994353938 0.08334679985884845 < 1.4998123701455957 0.3749530925363989 0
843 05:34:12.75 -06:34:27.12 383.74024619164385 < 0.3917173598015885 0.09792933995039713 < 1.7635803989411523 0.44089509973528807 0
844 05:35:10.67 -06:34:14.72 383.53316837708957 < 0.3165328431759662 0.07913321079399155 < 1.4235488669156269 0.3558872167289067 0
846 05:37:00.16 -06:33:56.86 384.204955364734 < 0.3343370607266858 0.08358426518167145 < 1.5088921146645764 0.3772230286661441 0
847 05:37:00.11 -06:33:27.26 384.17970438831964 "" 0.9654914611019194 0.07566577138157349 "" 4.356773858781316 0.3414412949685976 0
848 05:36:36.94 -06:33:24.06 384.03179069374147 "" 6.529181730002165 0.08123142009572401 "" 29.440206801562123 0.3662740455536212 0
849 05:37:00.86 -06:33:10.98 384.170695421358 "" 0.46247057616710663 0.08094436069835727 "" 2.086797555044426 0.365243764046367 0
850 05:34:16.95 -06:32:49.24 383.77435224783403 < 0.3554340718626982 0.08885851796567455 < 1.6005111222316946 0.40012778055792364 0
851 05:36:06.66 -06:32:17.16 383.7854574526446 "" 0.9482211899012327 0.07662940016061703 "" 4.27006444633018 0.3450803258294001 0
852 05:34:33.94 -06:32:08.52 383.7304495182162 < 0.33097004417060527 0.08274251104265132 < 1.490009226393003 0.37250230659825073 0
853 05:34:06.97 -06:32:09.30 383.8328740914441 < 0.28699999088294886 0.07174999772073722 < 1.2927482656159666 0.32318706640399164 0
855 05:36:06.48 -06:31:42.44 383.7550434785695 "" 0.3699326189234853 0.08741193294385971 "" 1.6656301150441144 0.3935742361654886 0
856 05:34:04.53 -06:31:37.76 383.858371110968 < 0.32241685563349387 0.08060421390837347 < 1.4524711512050898 0.36311778780127246 0
857 05:34:20.47 -06:31:15.24 383.80910707516466 "" 0.4062700318172574 0.07706147743024291 "" 1.8297555961502514 0.3470688422300799 0
858 05:35:53.73 -06:30:55.20 383.63514150073286 "" 0.40148457628674805 0.08980897151491571 "" 1.8065640982206386 0.4041143127777036 0
859 05:34:06.22 -06:30:45.10 383.87887349289247 "" 1.6027380479499698 0.07982920924788359 "" 7.221022782321918 0.3596648494188022 0
860 05:34:48.35 -06:30:27.00 383.72754360064954 "" 4.469431936740875 0.08102437073198766 "" 20.120835942657877 0.3647618073012246 0
861 05:35:28.26 -06:30:21.98 383.57812401796616 < 0.37988970756079893 0.09497242689019973 < 1.708885378077571 0.42722134451939275 0
862 05:36:39.34 -06:30:11.08 383.884125907553 "" 1.66760990396142 0.0845620479218741 "" 7.51350393839197 0.380998744724528 0
863 05:36:40.58 -06:30:08.78 383.88995452790124 < 0.2972737188773318 0.07431842971933295 < 1.339423014057636 0.334855753514409 0
864 05:35:28.65 -06:30:04.10 383.58577286067106 "" 0.3057811700273305 0.0726772327507152 "" 1.3755724360398331 0.3269422969720462 0
865 05:35:56.97 -06:29:38.20 383.59050502969615 "" 2.8418598230928183 0.06965671219059948 "" 12.784569084374208 0.3133620602799185 0
866 05:36:05.11 -06:29:32.56 383.6368347656592 < 0.3137614373513863 0.07844035933784657 < 1.411847889794454 0.3529619724486135 0
867 05:37:30.68 -06:29:26.94 384.1687008483803 "" 0.40753211942501366 0.09018455339914896 "" 1.8388806629255352 0.40693389167521765 0
869 05:36:58.98 -06:29:04.90 383.9514752436102 "" 3.2732964027673006 0.080549048593799 "" 14.753184014530696 0.36304531880920893 0
870 05:36:17.06 -06:28:21.22 383.6517031052267 < 0.33593848606827337 0.08398462151706834 < 1.5117562283163823 0.3779390570790956 0
871 05:35:44.23 -06:28:16.68 383.5813986652134 < 0.3812532660487505 0.09531331651218762 < 1.7150484546818832 0.4287621136704708 0
872 05:34:49.97 -06:28:12.08 383.79040030165254 "" 2.388260792940855 0.08516235656388714 "" 10.755180643127824 0.38351612669201146 0
873 05:36:56.21 -06:27:53.52 383.87397383328306 < 0.3635801683850242 0.09089504209625605 < 1.6380428875980122 0.40951072189950305 0
874 05:35:18.95 -06:27:25.48 383.7038238728962 "" 1.564397825859487 0.08024564187320697 "" 7.0418570262224645 0.36121140524988754 0
875 05:36:37.56 -06:27:17.42 383.72654984641207 < 0.37561653634242426 0.09390413408560606 < 1.690970948226869 0.4227427370567173 0
876 05:34:43.16 -06:27:14.68 383.8457211021777 "" 1.0870066471397877 0.07994003677141366 "" 4.8965856123916 0.36010196896120883 0
877 05:35:30.45 -06:27:06.04 383.66996034797444 < 1.2734581054491316 0.3183645263622829 < 5.73123216223601 1.4328080405590025 0
880 05:36:21.13 -06:26:58.06 383.60709492701216 < 0.3576886673778336 0.0894221668444584 < 1.6092598925157346 0.40231497312893366 0
881 05:36:00.81 -06:26:35.04 383.5702363486642 < 0.38788366405806973 0.09697091601451743 < 1.7447734122545513 0.4361933530636378 0
883 05:34:26.82 -06:26:27.12 383.932405311313 < 0.35525800060118673 0.08881450015029668 < 1.6010362001175131 0.4002590500293783 0
884 05:37:31.33 -06:26:18.28 384.0138795496888 < 0.33152524082577495 0.08288131020644374 < 1.4947142920587526 0.37367857301468815 0
886 05:36:21.81 -06:26:02.28 383.5643570760178 "" 0.4999064840376377 0.08941039195336643 "" 2.2486041164396293 0.40217236987004895 0
887 05:35:45.96 -06:25:59.30 383.64502248490135 "" 0.533218786586076 0.07990958567838087 "" 2.3994534173073894 0.35958847147756423 0
888 05:36:06.14 -06:25:52.00 383.57197013697237 < 0.409961916118412 0.102490479029603 < 1.8441021986555397 0.4610255496638849 0
889 05:36:19.38 -06:25:50.96 383.53954543313876 "" 0.4594575148075819 0.09989413060123173 "" 2.0663952862131723 0.44927061576345323 0
890 05:36:27.89 -06:25:35.54 383.57996816341114 < 0.30855350240028945 0.07713837560007236 < 1.3880019074050434 0.34700047685126084 0
891 05:36:20.38 -06:25:19.32 383.53446564498904 "" 0.3931023529730737 0.08030147975189326 "" 1.7679182644953524 0.3611437368554751 0
893 05:35:12.05 -06:25:10.24 383.79924521782465 < 0.3531339829064471 0.08828349572661177 < 1.5903601694557044 0.3975900423639261 0
894 05:36:01.00 -06:25:07.50 383.61425631503266 < 0.351939870421592 0.087984967605398 < 1.583454876378768 0.395863719094692 0
898 05:36:11.69 -06:24:58.84 383.57799589804324 < 0.3323294267381014 0.08308235668452535 < 1.4949405245118381 0.37373513112795953 0
900 05:36:26.11 -06:24:50.30 383.5306579161605 < 0.6651623731157362 0.16629059327893406 < 2.991407580748106 0.7478518951870265 0
902 05:35:17.81 -06:24:38.42 383.79358928963154 "" 0.7238774560391903 0.08586782612583141 "" 3.259929655942604 0.38669953117557243 0
903 05:36:19.51 -06:24:38.00 383.5588940614267 "" 1.3509341515600681 0.0845566372941686 "" 6.076395607842507 0.3803291069922828 0
904 05:36:08.29 -06:24:36.52 383.60232595633045 < 0.3535422192840496 0.0883855548210124 < 1.5905652588988042 0.39764131472470104 0
905 05:36:09.55 -06:24:32.28 383.5996908255256 < 0.3077626071578741 0.07694065178946853 < 1.3845865043932923 0.3461466260983231 0
907 05:37:26.11 -06:24:07.56 383.8711446221939 < 0.35752279499897294 0.08938069874974323 < 1.6107287744908596 0.4026821936227149 0
908 05:36:30.40 -06:23:57.42 383.5381806037848 < 0.3185257409837125 0.07963143524592813 < 1.4325490041596638 0.35813725103991595 0
909 05:34:54.05 -06:23:50.72 383.9085386973859 "" 18.230579793453217 0.09773517972575889 "" 82.14928143247282 0.4404069906777144 0
910 05:34:04.96 -06:23:47.36 384.0976488438613 "" 0.3357228997629136 0.08280745363252295 "" 1.5143002987824583 0.3735084853183916 0
911 05:36:22.47 -06:23:44.82 383.5747714558143 "" 2.4364208802580833 0.09464758846246249 "" 10.959736875021715 0.42575265784705074 0
912 05:35:57.75 -06:23:44.48 383.66902511392016 < 0.33490382146927056 0.08372595536731764 < 1.507236231126814 0.3768090577817035 0
913 05:35:38.56 -06:23:43.82 383.7424321639158 < 0.34932445931787237 0.08733111482946809 < 1.5727380283440102 0.39318450708600255 0
914 05:36:12.61 -06:23:39.60 383.6149320859711 "" 1.4950732002034783 0.08583516159419183 "" 6.72668682660144 0.38619262968279694 0
915 05:35:23.16 -06:23:36.90 383.8046363489009 "" 1.5052742091938853 0.0814328881811593 "" 6.779283548379769 0.36674822153448283 0
916 05:36:25.89 -06:23:32.70 383.5679559011183 < 0.344967568924982 0.0862418922312455 < 1.5517103226656233 0.3879275806664058 0
917 05:36:21.12 -06:23:30.40 383.58728546105147 "" 0.4773140826728195 0.11495416611649456 "" 2.147239065168977 0.5171313505083746 0
918 05:36:13.00 -06:23:30.70 383.6180167884116 "" 0.5123700830154121 0.08617154403280353 "" 2.305310881078713 0.38771232880940854 0
920 05:35:37.34 -06:23:26.48 383.75593290009084 "" 1.8357349326834083 0.09437938595590245 "" 8.265477019479595 0.42494732319049994 0
921 05:36:31.80 -06:23:22.06 383.55088489651155 < 0.3414701150842903 0.08536752877107258 < 1.5358415900240892 0.3839603975060223 0
922 05:36:20.50 -06:23:22.20 383.59380553109554 "" 4.095942713320255 0.0914739692224755 "" 18.42658222661371 0.4115176244997658 0
923 05:35:54.33 -06:23:19.12 383.6949728525116 < 0.34710017937912035 0.08677504484478009 < 1.5623372994903433 0.3905843248725858 0
924 05:36:27.72 -06:23:12.36 383.5713699778692 "" 0.4563689581118524 0.08078397925336477 "" 2.0528452335712557 0.36338362592694956 0
925 05:36:23.78 -06:23:11.28 383.58690664033804 "" 1.5000293496996164 0.11716689200610177 "" 6.747999637360481 0.5270844499983662 0
926 05:36:30.10 -06:23:10.10 383.56346799948915 "" 7.074697408825159 0.0753683675466362 "" 31.822191701515248 0.3390090772373541 0
927 05:36:21.57 -06:22:52.52 383.60487464670774 "" 16.439203172922134 0.0887933896678019 "" 73.95997275675025 0.3994814475939589 0
928 05:36:19.05 -06:22:49.54 383.61601837442794 < 0.3919582381363222 0.09798955953408055 < 1.7635225143518016 0.4408806285879504 0
929 05:36:17.61 -06:22:48.88 383.621837396911 "" 0.4662121064029634 0.1114402193976579 "" 2.097673704106033 0.5014138727839524 0
930 05:35:41.03 -06:22:45.38 383.7628580978467 "" 3.11496015638113 0.07714093033987023 "" 14.02575087408945 0.34734295683560124 0
932 05:34:48.25 -06:22:42.80 383.9654334675411 < 0.390347577586035 0.09758689439650875 < 1.75947658206233 0.4398691455155825 0
934 05:36:20.88 -06:22:37.64 383.6151154269955 < 0.3852590177456505 0.09631475443641263 < 1.7333728116277944 0.4333432029069486 0
935 05:33:20.99 -06:22:33.32 384.30367778393946 "" 6.074236705899239 0.09564599482904916 "" 27.4276461649246 0.4318805193606634 0
937 05:36:24.49 -06:22:24.56 383.6080494841131 < 0.6543652095534939 0.16359130238837347 < 2.9440377165061657 0.7360094291265414 0
938 05:36:19.79 -06:22:22.48 383.62701335839216 "" 0.8342501823790371 0.05511132703529378 "" 3.753724687389562 0.24797447242653473 0
939 05:36:11.47 -06:22:21.96 383.6589434393398 "" 0.7117590866982937 0.07947430118138595 "" 3.203106790368207 0.35765567104276713 0
941 05:35:43.42 -06:22:19.46 383.76701426309586 < 0.3570016481567478 0.08925041203918695 < 1.6075084060610112 0.4018771015152528 0
942 05:36:20.60 -06:22:15.72 383.62735014323 "" 0.804206938482821 0.14226732596029867 "" 3.6185508889968307 0.6401356842307789 0
946 05:33:19.81 -06:22:06.18 384.3220995815261 < 0.32133752073154204 0.08033438018288551 < 1.4511085470764626 0.36277713676911566 0
947 05:33:18.13 -06:22:01.64 384.3308355649846 < 0.32688776070074266 0.08172194017518566 < 1.4762396480533588 0.3690599120133397 0
948 05:36:27.83 -06:21:56.44 383.6097149436258 < 0.33786822307913084 0.08446705576978271 < 1.5201074484600445 0.38002686211501113 0
949 05:36:24.70 -06:21:55.16 383.62226692508256 < 0.36065802789323476 0.09016450697330869 < 1.6227475542718746 0.40568688856796864 0
950 05:36:20.98 -06:21:52.56 383.6377315316069 "" 13.090377673506737 0.22594867627342438 "" 58.903696560293646 1.0167172099507846 0
951 05:33:50.22 -06:21:48.04 384.2150625835494 < 0.3761603696755853 0.09404009241889633 < 1.6977336510971028 0.4244334127742757 0
952 05:35:42.84 -06:21:44.70 383.78696358234004 < 0.36373238871624197 0.09093309717906049 < 1.6379858919692132 0.4094964729923033 0
953 05:34:47.83 -06:21:41.58 383.9983397441485 < 0.34223988980594056 0.08555997245148514 < 1.542897465473274 0.3857243663683185 0
954 05:35:47.65 -06:21:36.10 383.77305210322135 "" 1.631843508221209 0.07947751342789015 "" 7.348102489652496 0.35788291668204647 0
955 05:35:27.99 -06:21:32.94 383.8495685683042 < 0.36296064649360793 0.09074016162340198 < 1.6350438271220833 0.4087609567805208 0
956 05:36:22.72 -06:21:27.28 383.644020133067 < 0.4404038944017399 0.11010097360043497 < 1.9817814641287066 0.49544536603217665 0
957 05:35:37.37 -06:21:18.28 383.82133481801145 < 0.3604064286857933 0.09010160717144833 < 1.6232989093104404 0.4058247273276101 0
958 05:33:54.60 -06:21:19.28 384.21305480897934 < 0.28958464472639084 0.07239616118159771 < 1.306975687990534 0.3267439219976335 0
959 05:33:59.46 -06:21:18.52 384.19485422859566 "" 0.35401020431891084 0.08247008744341934 "" 1.597594707676192 0.37217507753677304 0
960 05:36:18.48 -06:20:38.74 383.68493294317284 "" 21.587155759334564 0.08854118816414089 "" 97.16115306943242 0.39851308028134114 1
961 05:36:55.22 -06:20:25.78 383.5517738750745 "" 2.996402094140649 0.08678690004203467 "" 13.477080675582275 0.39034616072968686 0
962 05:36:22.94 -06:20:23.54 383.67573083508137 < 0.2908890978786651 0.07272227446966628 < 1.3091935222682387 0.3272983805670597 0
963 05:34:29.47 -06:19:54.54 384.1231762157341 < 0.3305735726458244 0.0826433931614561 < 1.4912721209506226 0.37281803023765564 0
964 05:35:27.20 -06:19:42.32 383.9090945362173 "" 0.42338951607234776 0.09187689535507576 "" 1.9078518412858725 0.4140100246243652 0
965 05:34:23.13 -06:19:40.28 384.1546960451893 < 0.3315521835433289 0.08288804588583222 < 1.4959322686638292 0.3739830671659573 0
966 05:34:47.67 -06:19:40.20 384.0610260239418 "" 1.6745810862630606 0.07306234095348747 "" 7.551868208145973 0.3294896702139677 0
967 05:34:57.45 -06:19:33.08 384.02732199922974 "" 0.7419984322041273 0.08508862546834542 "" 3.345607431085451 0.3836573304098685 0
968 05:35:06.06 -06:19:34.16 383.9939062812044 < 0.2873333618404629 0.07183334046011572 < 1.2953360848087068 0.3238340212021767 0
969 05:35:58.33 -06:19:32.18 383.7956486767573 "" 0.6319216918200254 0.0709986984356213 "" 2.845844077445358 0.31974092370117135 0
970 05:35:27.36 -06:19:31.26 383.91414835556964 "" 13.504483737051487 0.08101055305288445 "" 60.85467760606077 0.365054391172034 1
971 05:36:32.38 -06:19:19.78 383.67231068617303 "" 7.592733949422836 0.08771736739505749 "" 34.17172027476581 0.3947791878168759 0
972 05:37:02.35 -06:19:00.56 383.5681076950416 "" 1.3858664315193892 0.08050463928587842 "" 6.2338177364995895 0.36212093520485084 0
973 05:35:21.67 -06:18:50.16 383.95682774724696 < 0.3052885148237986 0.07632212870594965 < 1.3760144696475989 0.3440036174118997 0
974 05:37:05.54 -06:18:39.36 383.5667910731507 "" 0.322182837408036 0.07493847360080615 "" 1.4492127469534912 0.33708124260506367 0
975 05:33:33.02 -06:18:37.60 384.378371400521 "" 5.887748673558235 0.08241047015595546 "" 26.595912343640425 0.3722614129759368 0
976 05:35:37.02 -06:18:23.20 383.91206742219407 < 0.3112710227897614 0.07781775569744034 < 1.4026520941593592 0.3506630235398398 0
977 05:35:25.61 -06:18:17.30 383.95859158278483 "" 0.39768475107848644 0.08819300071962627 "" 1.792484724980877 0.3975123667966798 0
978 05:34:45.49 -06:17:43.20 384.12916273622795 < 0.31523023706543174 0.07880755926635793 < 1.4221001192076668 0.3555250298019167 0
979 05:36:15.08 -06:17:36.96 383.79066686936375 "" 3.2506000716239214 0.06882659742602192 "" 14.638618880055535 0.3099508725560356 0
980 05:36:24.80 -06:17:30.58 383.7568871096215 "" 21.519258618354797 0.07636794337171579 "" 96.89188725084819 0.3438517232392067 0
981 05:36:17.19 -06:17:24.00 383.78921862275604 < 0.3052214792545641 0.07630536981364103 < 1.3745115024871108 0.3436278756217777 0
982 05:36:11.33 -06:16:56.02 383.825805678816 < 0.35511252598762777 0.08877813149690694 < 1.5994920170978661 0.39987300427446654 0
983 05:34:25.47 -06:16:29.46 384.2433650759673 < 0.2991511765763334 0.07478779414408335 < 1.3503651284990852 0.3375912821247713 0
984 05:35:29.47 -06:16:26.72 384.0003736294438 "" 0.9152551647275686 0.07775465513017346 "" 4.126228049835542 0.35053988370435346 0
985 05:34:36.30 -06:16:25.32 384.2040763169189 "" 0.29527524020522833 0.07273310576334763 "" 1.3325966373026499 0.3282493042540546 0
986 05:35:42.07 -06:16:21.44 383.95499185474824 < 0.3179245489739108 0.0794811372434777 < 1.4329546474624801 0.35823866186562003 0
987 05:35:59.78 -06:16:05.66 383.89553572626585 "" 2.3457948118448257 0.07657308044495512 "" 10.569729911799378 0.34502454124755777 0
988 05:35:09.03 -06:15:51.70 384.0962458012199 < 0.33757273655382575 0.08439318413845644 < 1.522632985832691 0.38065824645817276 0
989 05:33:41.98 -06:15:49.04 384.4303987133687 < 0.32722769668704965 0.08180692417176241 < 1.4785405656400286 0.36963514141000714 0
990 05:35:57.32 -06:15:37.70 383.91918097475497 "" 0.7640577387064695 0.08704078797511036 "" 3.4431309846921616 0.39223846422457 0
991 05:36:01.10 -06:15:31.48 383.907935809049 "" 8.282645605504513 0.07724174970788564 "" 37.32252377741006 0.348059928842714 0
992 05:36:43.79 -06:15:27.56 383.7473387199614 < 0.316906808898677 0.07922670222466925 < 1.4268228920833523 0.3567057230208381 0
993 05:36:33.33 -06:15:23.32 383.7893099219199 < 0.348055702254876 0.087013925563719 < 1.5674086733316799 0.39185216833291997 0
994 05:35:14.57 -06:15:12.86 384.09495675806875 "" 2.4544678162783384 0.05511132703529378 "" 11.07088390242521 0.24857979366030364 0
995 05:35:14.67 -06:15:07.36 384.0973686699437 "" 1.101308036595583 0.05511132703529378 "" 4.967515343982203 0.24858291556767625 0
997 05:36:15.84 -06:14:50.72 383.8725667330637 "" 5.487550050020218 0.07301247584564494 "" 24.72295579855788 0.32894173112252606 0
